Participant.ID,X1..I.think.City.Council.should.consider.increasing.the.budget.for.the.following.service..select.one..,X2.1.Supports.environmental.and.climate.action,X2.2.Supports.truth..justice.and.reconciliation,X2.3.Makes.sure.everyone.in.Toronto.has.equitable.access.to.services.and.supports,X2.4.Makes.it.easier.to.get.around,X2.5.Supports.social..physical.and.mental.well.being,X2.6.Makes.life.easier.or.more.affordable,X2.7.Helps.build.the.economy..supports.businesses..job.creation.or.employment,X2.8.Makes.Toronto.safer,X2.9.Supports.the.city.s.development.and.prepares.for.future.growth,X2.10.This.is.a.fundamental.municipal.service,X2.11.Is.a.good.use.of.my.property.taxes.or.user.fees,X2.12.Other.,X2.13.Other.Text,X3..The.service.I.think.the.City.should.decrease.funding.to.is.,X4.1.The.money.should.go.to.another.program.or.service,X4.2.Enough.of.my.money.goes.to.this.service.already,X4.3.Benefits.some.Toronto.residents.more.than.others,X4.4.The.money.to.support.it.should.come.from.another.level.of.government,X4.5.The.City.should.not.deliver.this.service.anymore,X4.6.It.needs.to.be.more.effective.before.the.City.spends.more.money.on.this.service,X4.7.It.no.longer.meets.the.needs.of.Toronto.s.residents,X4.8.Other.,X4.9.Other.Text,X5..The.City.continues.to.fill.the.funding.gap.for.services.that.are.the.Provincial.Government.s.responsibilities..resulting.in.a..1.5.billion.budget.shortfall..These.services.should.be.properly.funded.by.them.including.housing..emergency.shelters..highways..public.safety..refugees.and.transit..Do.you.agree.that.the.provincial.government.should.step.up.and.pay.for.their.responsibilities.,X6..The.City.of.Toronto.continues.to.fill.the.gap.in.funding.for.services.that.are.within.the.Federal.Government.s.responsibilities.and.should.be.properly.funded.by.them..These.services.include.housing..transit..health.and.refugee.settlement....Do.you.agree.that.the.federal.government.should.step.up.and.pay.for.their.responsibilities.,X7.1.Meet.and.speak.with.my.local.Member.of.Provincial.Parliament..MPP..and.Member.of.Parliament..MP.,X7.2.Ask.friends.to.also.contact.their.MPP.and.MP.to.support.a.New.Deal,X7.3.Participate.in.the.provincial.budget.consultations,X7.4.Participate.in.the.federal.budget.consultations,X7.5.Sign.a.petition.to.the.provincial.and.federal.parliaments,X7.6.Other,X7.7.Other.Text,X8..Please.provide.the.first.three.characters.of.your.postal.code..e.g..M5H.,X9..What.is.your.age.,X10.1.Identify.as.Indigenous.to.Canada..First.Nations..Inuit.or.Metis.,X10.2.From.a.racialized.community,X10.3.New.to.Canada..less.than.5.years.,X10.4.Have.lived.experience.of.homelessness,X10.5.Member.of.the.2SLGBTQ..community,X10.6.Living.with.disability,X10.7.Low.income,X10.8.My.primary.language.is.not.English.or.French,X10.9.None.of.these.apply.to.me.or.prefer.not.to.answer,X10.10.Other,X10.11.Other.Text
84b747e6c6f0b85ed3b73917c76be548,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
77bd8f2172bb134f0feea0446826e54f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a5c1eae7852afb8a364a38e8fcb00c55,Paramedics,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,,"Community grants, partnerships and programs for youth",1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,NA,NA,,M4j,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
088b81ba095ae1835e959a4e572abd09,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,Parking ,1,NA,1,NA,NA,1,1,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M4L,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
6f29962340fcec05c21fb77ef1e1e606,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a9e24ecfb75bf63aae6b93c9ca0cca36,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
61ea37480f9b3ab2672c55d45ca10947,Enforcement of bylaws and licensing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,I believe bylaws should be enforced to reverse the declining order and the fines would help the city's budget. One of many examples - illegal advertisements on light polls.,Environment and climate ,NA,NA,NA,1,NA,NA,NA,NA,,Disagree,Disagree,NA,NA,1,1,NA,NA,,M6B,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
d54685cb7497700ac749c070a71b3eeb,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e31f7d1ceca0b2b2f48b70c1fa809435,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3a64206b6a8cee450b14c9b1364ea460,TTC and Wheel Trans ,NA,NA,1,1,NA,1,1,NA,1,NA,NA,NA,,Parking ,1,NA,1,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,NA,1,NA,1,NA,,M4K,30-54,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
ee2745514dc5d9331419a4872938e772,Affordable housing and shelters ,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,,Fire services,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
f13fe8fd39d07f761578df8e9930316b,Long-term care homes and services for seniors,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M3H,30-54,NA,1,NA,NA,NA,1,NA,NA,NA,NA,
d0f0ac7f6f39125590797c6d0cac2128,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
d3c4a461233c5219a169f27749a62916,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
fae7e451cab005f79e1c1c674222e2f6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
58f149f76f55f5fe18982434e4293e3e,Affordable housing and shelters ,NA,1,1,NA,1,1,1,NA,1,1,1,1,Reduces inflation caused by high housing costs.,Police ,1,1,1,NA,NA,NA,1,1,They are ridiculously overfunded and underperforming. There must be better alternative services that could do much of what the police currently do.,Strongly agree,Strongly agree,1,NA,NA,NA,NA,1,"Bold asks, and smart framing. Well done.",M6G,30-54,NA,NA,NA,1,1,NA,NA,NA,NA,NA,
bf4b85c5e223c148c665aa5d9ea76d28,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e511136584a892878a7ab6c84a071321,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
279c7349f2ec73689fcbaf5038a7140e,Police ,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,More police presence need the city loosing the fight,Parks and recreation,NA,1,NA,NA,NA,NA,NA,NA,,Agree,Agree,1,1,NA,NA,1,NA,,M9L,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e51ba2403fdc4def561086c0b44a1579,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,,Police ,1,NA,1,NA,NA,1,NA,NA,,Undecided / Don’t Know,Agree,NA,NA,NA,NA,1,NA,,L5M,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
47103abc6051b8b4dc61b66a70dd12a5,Affordable housing and shelters ,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,,Parks and recreation,NA,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,NA,NA,,M2J,20–29,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
128a10da424626eb5baa0783f9f1a80e,TTC and Wheel Trans ,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,,Police ,NA,NA,NA,NA,NA,NA,NA,1,Police budget has remained ahead/in front of inflation yet the city still feels unsafe. Especially in public areas,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M6k,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
d39ef4331bd44eae2ea8adc35e9ed268,Paramedics,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,,Promoting and supporting Toronto businesses,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,NA,NA,,M3h,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
1e4e5bf1ddfc3fcab3cb7d1f58031fe9,Affordable housing and shelters ,1,1,1,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,1,Protest demanding that the provincial government steps up,M4N,20–29,NA,1,1,NA,1,NA,NA,NA,NA,NA,
2f8dbf2b8aedcb42c9b9d4919d310ad0,Paramedics,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,Parks and recreation,NA,NA,1,NA,NA,1,NA,NA,,Agree,Strongly agree,NA,NA,NA,NA,1,NA,,M8Y,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
726de653a427396950f3edcf440a735e,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5856e80b0a1124a8425bc67323e46438,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2fcb7c1e5271da8d78bf9198502f8f66,TTC and Wheel Trans ,1,NA,1,1,1,1,1,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M4L,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
e2b73c1b3ea4b76583ed8b99fd6653cc,Affordable housing and shelters ,NA,1,1,1,1,1,1,1,1,1,1,1,It impacts every other city service and funding this would alleviate financial and mental (for staff) stress from those services,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,m6c,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
fe6569664f4f2cc0bcda07265d24653a,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,NA,NA,,M5B,30-54,NA,NA,1,NA,NA,NA,NA,1,NA,NA,
c615bd9f9079d109f58fc0e141ebb8ed,Libraries,NA,NA,1,NA,1,1,1,NA,1,1,NA,NA,,Affordable housing and shelters ,1,NA,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,NA,NA,NA,,M6H,20–29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
7faf8c56d34ed5f80593510a56f9e941,Affordable housing and shelters ,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,,Police ,NA,NA,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M2N,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
a70dac9d941241fa1c27dd3164e5c1a4,Child care ,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e406d5efe730735c1f61d12edfb88114,TTC and Wheel Trans ,1,NA,1,1,1,1,NA,1,1,1,1,NA,,Police ,NA,1,1,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M8X,30-54,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
f989045d475cf9a22530a3a4bae64158,TTC and Wheel Trans ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,Police ,NA,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,NA,NA,NA,NA,NA,,M6R,30-54,NA,NA,NA,NA,1,NA,1,NA,NA,NA,
eca332becefd924fcc0ed0ac4de57b84,TTC and Wheel Trans ,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,Child care ,NA,1,NA,NA,NA,NA,NA,NA,,Undecided / Don’t Know,Undecided / Don’t Know,NA,NA,NA,1,NA,NA,,m6j,55-64,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
5527d694214e9dfb579fc49dab0d1c29,Environment and climate ,1,1,1,1,1,1,1,1,1,NA,NA,1,I consider increasing number of cyclist and reducing cars on the road and car infrastructure as climate and environment budget.,Police ,1,1,1,NA,NA,1,1,1,"Over a billion dollars is way too high for a service that is no longer effective in its currant form. The money would be better used in other capacities, like community programming or affordable housi",Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M4l,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
0aa55071e2edc2c10b4dbe290b0dda94,Affordable housing and shelters ,1,NA,NA,NA,1,1,1,1,1,1,1,NA,,Parking ,1,1,1,NA,1,1,1,1,Cars=Death for most. Public transit=Life for all.,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M5R,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
ab8c518a5f2cbaf530dc15fcac081ee2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
44506fb09329874ba2dcbdd61e02c565,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
dc072f2a42defc57d57333a665b64307,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8fc06285bf5f412bbe15b18ad1396d8f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
29325978bc90148d4ccb735466814f97,TTC and Wheel Trans ,1,NA,1,1,1,1,1,1,NA,1,1,NA,,Police ,1,1,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,1,write to my MPP and MP,M6S,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,none of these apply
7a7f9aae4d7f2ccbe7919e970ab5579f,Affordable housing and shelters ,NA,NA,1,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5V,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
5155f06b2087e60888e01040c0a72896,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M4L,20–29,NA,1,NA,NA,NA,NA,1,NA,NA,NA,
4220428208e324e7bd21a5357be1067b,Environment and climate ,1,1,1,1,1,1,1,1,1,1,1,NA,,Parking ,1,1,1,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,1,1,NA,NA,NA,NA,,M6s,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
cb82a2e7553b120f80496abf1e9547a9,Affordable housing and shelters ,1,1,1,NA,1,1,1,1,1,NA,1,NA,,Police ,1,1,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,NA,NA,NA,,M4E,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
705048e4aa4833394045fda544c7c63f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e23fcc4cedd61793ddb1c57be31146f5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
05f2c85ce44cea406e7db697d3036321,Long-term care homes and services for seniors,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,,TTC and Wheel Trans ,NA,NA,NA,1,1,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
35b9454139fb9c13d001ef2506a408f6,Affordable housing and shelters ,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,1,Policing is an inefficient resource and we should focus on preventative measures of crime (eliminating poverty) rather than pouring money into a bandaid solution that doesn’t work.,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5A,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e94b01dab9ef82678557745c9fbfdd8c,Affordable housing and shelters ,1,1,1,NA,NA,1,1,NA,1,1,1,NA,,Police ,1,1,NA,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,1,1,1,1,NA,,M9C,20–29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
9f362bd96320296791d9092566bb8790,Planning and development,1,NA,NA,NA,1,1,NA,1,1,1,NA,NA,,Promoting and supporting Toronto businesses,1,NA,NA,NA,1,NA,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M5r,65 and over,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
527c83ce00407e13aaefe9cf3417c9a1,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,1,1,1,NA,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,1,NA,,M9c,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
00d350125c44775b6235fa5c8e5495e8,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,,Parking ,NA,1,NA,NA,NA,1,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M4S,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
dcd6ddf7ca83278192997e16edb1fff4,TTC and Wheel Trans ,1,NA,NA,1,NA,1,1,NA,1,1,1,NA,,Long-term care homes and services for seniors,1,1,1,NA,NA,NA,NA,NA,,Agree,Agree,1,NA,1,1,NA,NA,,m5v,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
d9ca10db8018fae8fa2aff6edf70ea7c,Affordable housing and shelters ,NA,NA,1,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M6G,20–29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
c07fd088f1ab96d4e03239294c25a8ae,Child care ,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,,Police ,1,1,NA,NA,NA,NA,NA,1,Invest in communities not policing,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M6G,20–29,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
618b287d79c3a9385662aea563d80716,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
bf1dac59c2572e317c4e65569403d87a,Water treatment and distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
b54ffdb48820d8b2f5549423d6c19b41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216fe48a4e10a5722e29690f16cabba8,Employment and social services,NA,1,NA,NA,1,1,NA,1,NA,NA,1,1,"Reduces homelessness, Is a good use of my property taxes or user fees",Long-term care homes and services for seniors,NA,NA,NA,1,NA,NA,NA,1,"This is provincial jurisdiction, The money to support it should come from another level of government",Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,m5a,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
d481abc8d7a6f05490301c7f264177ba,Paramedics,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,Libraries,1,NA,NA,NA,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M4b,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
310cbd901fe2d1d12a61bab64a7db7ec,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
b8c41d6918712a8bdcaea577daa28fcd,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,,Enforcement of bylaws and licensing ,1,1,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
faacedb93e9b96977d39e2528bb040bf,Affordable housing and shelters ,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,Housing is a human right,Police ,NA,1,NA,NA,NA,1,NA,1,Overfunded police budget,Strongly disagree,Strongly disagree,1,1,1,1,1,NA,,M1H,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
7e5363bb7445f3ad71e1cf96ee28222b,Public health,NA,NA,1,NA,1,1,NA,1,NA,1,1,NA,,Parking ,1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M6J,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
ccafb23e7df80342a01e2d691d072339,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
014eaa4c8851e8d404b1e8587942bbed,Affordable housing and shelters ,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M5V,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
9be7b69292cc3822158525fc4a19ffbb,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
c2013566fb2ab0e74d381aa465a674bf,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5f1daed9e128345bb39c6e9e1b6141f9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
629d4d0787392d7208cdfc0b1f93a9b6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9e5bbe8eb5df3b1098d2b7da5231f210,Affordable housing and shelters ,NA,1,1,NA,1,1,1,1,1,1,1,1,Housing is a human right and studies have shown that it is cheaper in the long run to provide homeless and disadvantaged citizens with housing than to let them stay homeless,Police ,1,1,NA,NA,NA,1,NA,1,"The TPS is corrupt and barely does their job.  Fix the corruption and get rid of all the corrupt/criminal cops on paid leave, that’ll save money from their budget",Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M6H,20–29,NA,NA,NA,NA,1,1,1,NA,NA,NA,
c143db1eb5a04a1f1fbe954f5c6cba3f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1dffac2754ef158235a386f21cdc77cb,Affordable housing and shelters ,NA,NA,1,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M8Z,20–29,NA,NA,NA,NA,NA,NA,1,1,NA,NA,
ae286a7718c149dd40725a5dc83fb834,Affordable housing and shelters ,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,,Police ,1,NA,NA,NA,NA,1,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M4S,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
6a96b147e7843579876d01a634515a4f,Affordable housing and shelters ,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,,Parking ,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M4Y,20–29,NA,1,NA,NA,NA,NA,NA,1,NA,NA,
c278f1f9cce73ef071cd40b38eabcbf5,Affordable housing and shelters ,NA,NA,1,NA,1,NA,1,NA,1,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,NA,NA,NA,NA,NA,,M5R,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
